customer_id,order_id,order_date,amount,channel,city
C00478,ORD13315,2025-08-06,242.33,online,Kuala Lumpur
C00738,ORD15046,2024-06-19,32.84,app,Bangkok
C00402,ORD12819,2026-01-11,320.64,online,Singapore
C00172,ORD11197,2026-04-24,249.05,online,Jakarta
C00282,ORD11966,2026-02-14,117.15,app,Singapore
C00643,ORD14400,2025-05-02,234.05,online,Singapore
C00463,ORD13218,2025-04-15,201.58,store,Jakarta
C00486,ORD13370,2025-07-06,194.35,store,Johor Bahru
C00497,ORD13457,2026-04-08,335.78,store,Singapore
C00416,ORD12934,2025-10-02,159.72,online,Bangkok
C00042,ORD10279,2026-04-14,342.82,online,Jakarta
C00128,ORD10897,2024-06-14,171.16,store,Bangkok
C00691,ORD14731,2025-08-14,33.93,store,Singapore
C00037,ORD10253,2025-09-02,134.76,store,Johor Bahru
C00295,ORD12031,2025-11-04,186.79,online,Johor Bahru
C00690,ORD14730,2025-08-05,110.24,online,Kuala Lumpur
C00033,ORD10233,2025-03-14,282.13,store,Bangkok
C00570,ORD13868,2026-04-26,290.96,store,Singapore
C00003,ORD10022,2025-12-28,325.04,app,Kuala Lumpur
C00784,ORD15314,2025-05-19,73.73,store,Bangkok
C00747,ORD15115,2026-04-04,373.88,online,Kuala Lumpur
C00766,ORD15202,2026-05-04,292.84,online,Bangkok
C00027,ORD10173,2026-02-06,180.86,app,Johor Bahru
C00465,ORD13239,2025-02-03,173.64,online,Johor Bahru
C00733,ORD14974,2024-11-18,308.24,online,Jakarta
C00265,ORD11825,2026-03-30,105.82,online,Jakarta
C00264,ORD11819,2024-10-12,293.2,store,Johor Bahru
C00307,ORD12164,2025-03-31,189.13,app,Johor Bahru
C00418,ORD12949,2025-11-28,273.66,app,Kuala Lumpur
C00066,ORD10435,2024-12-06,235.73,app,Johor Bahru
C00535,ORD13658,2025-10-19,234.01,app,Singapore
C00798,ORD15429,2025-03-16,222.56,online,Bangkok
C00264,ORD11815,2024-08-09,294.58,store,Singapore
C00457,ORD13181,2025-08-04,31.65,online,Kuala Lumpur
C00733,ORD14972,2021-07-24,263.5,store,Kuala Lumpur
C00408,ORD12849,2026-03-03,$247.55,app,Johor Bahru
C00657,ORD14502,2025-05-13,231.94,store,Bangkok
C00713,ORD14843,2025-12-05,205.92,app,Singapore
C00643,ORD14406,2024-09-13,280.43,store,Johor Bahru
C00400,ORD12799,2026-02-14,225.03,online,Kuala Lumpur
C00439,ORD13085,2025-08-21,43.55,app,Jakarta
C00279,ORD11947,2025-12-08,274.63,app,Bangkok
C00343,ORD12369,2025-09-04,41.83,online,Singapore
C00215,ORD11464,2025-08-01,56.24,store,Jakarta
C00733,ORD14975,2025-02-14,210.53,store,Jakarta
C00796,ORD15415,2026-02-28,95.06,store,Johor Bahru
C00318,ORD12211,2025-10-05,51.19,store,Johor Bahru
C00053,ORD10359,2025-10-08,118.62,online,Kuala Lumpur
C00540,ORD13685,2026-01-08,32.61,app,Johor Bahru
C00097,ORD10673,2024-08-27,345.57,online,Jakarta
C00401,ORD12813,2025-07-20,65.58,store,Bangkok
C00441,ORD13101,2025-01-21,290.1,online,Bangkok
C00266,ORD11844,2026-03-23,346.67,app,Bangkok
C00305,ORD12153,2026-01-17,172.82,online,Bangkok
C00025,ORD10155,2024-11-14,48.21,store,Bangkok
C00027,ORD10172,2026-02-21,274.47,store,Johor Bahru
C00047,ORD10339,2024-12-15,214.44,store,Bangkok
C00425,ORD13005,2026-05-07,210.19,app,Jakarta
 c00246 ,ORD11708,2026-02-18,22.17,app,Jakarta
C00654,ORD14494,2025-04-28,149.86,store,Johor Bahru
C00644,ORD14414,2025-12-21,77.82,store,Jakarta
C00298,ORD12077,2026-04-07,96.0,store,Jakarta
C00262,ORD11799,2025-03-29,53.13,online,Kuala Lumpur
C00679,ORD14669,2025-12-18,262.49,store,Johor Bahru
C00165,ORD11126,2025-11-30,92.87,app,Johor Bahru
C00335,ORD12339,2026-05-16,119.44,online,Johor Bahru
C00294,ORD12020,2025-09-29,83.13,store,Bangkok
C00532,ORD13646,2026-04-14,257.47,app,Kuala Lumpur
C00511,ORD13523,2026-02-28,156.39,online,Bangkok
C00369,ORD12540,2026-03-20,296.82,store,Kuala Lumpur
C00492,ORD13408,2025-07-19,190.21,store,Jakarta
C00089,ORD10591,2024-12-05,264.58,online,Jakarta
C00657,ORD14510,2025-04-17,81.24,app,Johor Bahru
C00189,ORD11319,2026-01-27,28.12,store,Kuala Lumpur
C00240,ORD11658,2023-04-11,300.12,app,Singapore
C00100,ORD10692,2025-01-30,202.68,store,Bangkok
C00463,ORD13224,2025-08-05,242.66,store,Bangkok
C00586,ORD13972,2025-09-04,270.33,store,Jakarta
C00700,ORD14785,2025-12-05,185.52,app,Singapore
C00395,ORD12741,2026-04-04,337.22,store,Singapore
C00582,ORD13926,31 Jan 2026,226.04,online,Jakarta
C00589,ORD14004,2023-11-05,386.93,app,Bangkok
C00060,ORD10393,2025-08-05,17.92,store,Singapore
C00498,ORD13462,2025-11-27,76.07,online,Kuala Lumpur
C00165,ORD11127,2025-12-17,42.27,store,Johor Bahru
C00773,ORD15258,2024-11-21,253.59,store,Bangkok
C00430,ORD13043,2025-07-14,158.61,app,Jakarta
C00226,ORD11546,2025-11-17,139.11,online,Johor Bahru
C00550,ORD13730,2026-02-27,241.72,online,Jakarta
C00788,ORD15366,2025-06-30,5.0,store,Johor Bahru
C00277,ORD11918,2025-03-23,73.3,app,Johor Bahru
C00009,ORD10051,2026-05-24,340.72,online,Johor Bahru
C00216,ORD11472,2024-11-20,151.23,online,Singapore
C00452,ORD13169,2026-03-13,60.92,store,Jakarta
C00446,ORD13134,2026-04-17,287.64,online,Kuala Lumpur
C00153,ORD11082,2023-08-30,178.42,app,Johor Bahru
C00205,ORD11413,2024-12-11,243.91,online,Johor Bahru
C00295,ORD12036,2025-10-17,328.22,store,Bangkok
C00664,ORD14576,2026-05-03,217.15,store,Bangkok
C00755,ORD15145,2026-01-29,238.33,store,Johor Bahru
C00165,ORD11125,2025-12-29,65.68,app,Bangkok
C00402,ORD12820,2025-04-19,158.36,store,Singapore
C00279,ORD11925,2026-05-11,202.6,online,Kuala Lumpur
C00055,ORD10377,2026-05-21,337.51,online,Johor Bahru
C00785,ORD15327,2025-05-21,420.66,app,Jakarta
C00265,ORD11834,2025-07-22,244.18,online,Kuala Lumpur
C00441,ORD13098,2025-03-17,69.77,online,Jakarta
C00364,ORD12471,2025-08-14,224.87,online,Bangkok
C00584,ORD13953,2025-11-30,83.31,online,Bangkok
C00187,ORD11298,2025-12-25,60.96,store,Singapore
C00452,ORD13172,2026-02-20,5.0,app,Jakarta
C00724,ORD14908,2025-08-18,87.54,online,Singapore
C00387,ORD12696,2025-09-20,319.18,online,Bangkok
C00529,ORD13633,2025-12-04,245.45,online,Johor Bahru
C00766,ORD15211,2025-06-16,323.57,online,Johor Bahru
C00308,ORD12180,2025-07-04,106.56,online,Johor Bahru
C00798,ORD15434,2023-05-06,345.25,store,Johor Bahru
C00563,ORD13848,2015-11-04,142.33,store,Bangkok
C00297,ORD12070,2026-03-20,186.39,app,Singapore
C00376,ORD12631,2025-08-21,210.11,store,Kuala Lumpur
C00405,ORD12834,2025-07-29,20.98,store,Bangkok
C00441,ORD13108,2025-08-24,5.0,store,Johor Bahru
C00373,ORD12608,2025-02-09,258.53,app,Singapore
C00398,ORD12770,2026-01-01,237.44,online,Johor Bahru
C00401,ORD12812,2025-02-03,55.47,online,Kuala Lumpur
C00642,ORD14393,2025-02-03,95.41,app,Jakarta
C00490,ORD13394,2024-12-25,242.76,app,Jakarta
C00703,ORD14795,2025-04-04,92.47,store,Bangkok
C00478,ORD13325,2026-01-01,329.11,store,Kuala Lumpur
C00126,ORD10887,2025-10-28,49.24,online,Bangkok
C00412,ORD12881,2022-05-28,196.86,store,Johor Bahru
C00095,ORD10645,2025-08-24,347.19,app,Bangkok
C00693,ORD14750,2025-08-20,143.82,app,Kuala Lumpur
C00546,ORD13709,2026-01-19,195.71,online,Singapore
C00098,ORD10686,2025-10-26,86.5,store,Singapore
C00616,ORD14192,2025-05-03,318.36,store,Kuala Lumpur
C00095,ORD10642,2024-02-28,159.9,online,Johor Bahru
C00205,ORD11422,2024-10-29,138.8,store,Singapore
C00261,ORD11792,2025-10-16,82.02,app,Singapore
C00622,ORD14259,2025-04-27,131.16,online,Singapore
C00066,ORD10426,2026-02-02,274.36,store,Singapore
C00418,ORD12947,2025-01-02,317.96,store,Bangkok
C00764,ORD15192,2024-08-10,149.32,online,Kuala Lumpur
C00551,ORD13741,2025-08-13,78.59,app,Bangkok
C00018,ORD10115,2026-02-26,135.61,store,Jakarta
C00679,ORD14679,2025-05-02,264.91,online,Singapore
C00266,ORD11848,2023-06-03,198.87,store,Johor Bahru
C00393,ORD12724,2024-06-04,136.09,store,Jakarta
C00493,ORD13433,2026-04-19,336.83,online,Jakarta
C00657,ORD14505,2024-08-20,313.65,store,Johor Bahru
C00620,ORD14230,2025-09-03,42.3,app,Johor Bahru
C00554,ORD13754,2025-11-10,95.03,app,Jakarta
C00706,ORD14813,2025-09-20,142.39,app,Jakarta
C00528,ORD13618,2026-04-16,132.36,store,Kuala Lumpur
C00492,ORD13419,2025-04-09,132.3,app,Singapore
C00526,ORD13585,2026-01-04,199.49,online,Johor Bahru
C00395,ORD12733,2026-03-09,197.63,store,Singapore
C00766,ORD15203,2026-01-27,202.55,store,Jakarta
C00616,ORD14195,2024-12-11,248.88,online,Singapore
C00771,ORD15241,2025-05-06,242.55,online,Kuala Lumpur
C00738,ORD15045,2024-06-27,286.9,app,Jakarta
C00258,ORD11780,2025-05-22,86.77,app,Singapore
C00781,ORD15299,2025-02-13,167.63,online,Jakarta
C00367,ORD12525,2025-09-08,277.81,app,Bangkok
C00584,ORD13952,2025-10-14,372.18,store,Singapore
C00010,ORD10065,2025-10-30,71.47,app,Singapore
C00225,ORD11540,2026-05-25,325.12,online,Singapore
C00418,ORD12956,2024-02-01,68.21,store,Singapore
C00792,ORD15396,2026-02-09,217.36,app,Bangkok
C00183,ORD11268,2024-07-21,104.14,online,Kuala Lumpur
C00194,ORD11346,2025-04-29,56.62,store,Jakarta
C00233,ORD11598,2023-06-11,141.37,online,Bangkok
C00280,ORD11952,2025-01-17,51.64,store,Kuala Lumpur
C00473,ORD13266,2026-03-24,375.82,online,Jakarta
C00408,ORD12845,2025-10-19,275.17,app,Kuala Lumpur
C00276,ORD11913,2025-04-26,23.48,online,Bangkok
C00169,ORD11173,2023-08-16,209.66,online,Bangkok
C00416,ORD12935,2025-12-06,248.96,store,Kuala Lumpur
C00695,ORD14760,2025-09-07,42.38,online,Bangkok
C00681,ORD14689,2025-11-18,110.86,store,Jakarta
C00025,ORD10161,2024-01-27,150.22,store,Singapore
C00128,ORD10894,2025-09-13,159.17,online,Jakarta
C00367,ORD12522,2025-04-19,99.1,app,Jakarta
C00418,ORD12952,2024-05-06,125.0,online,Singapore
C00078,ORD10505,2026-01-18,214.04,online,Johor Bahru
C00624,ORD14281,2026-01-11,35.94,online,Singapore
C00197,ORD11371,2024-12-14,21.23,app,Kuala Lumpur
C00473,ORD13281,2026-05-03,206.04,online,Jakarta
C00162,ORD11122,2026-01-26,29.03,app,Bangkok
C00766,ORD15201,2026-03-14,225.76,store,Jakarta
C00735,ORD14990,2024-09-25,218.37,online,Johor Bahru
C00700,ORD14786,2025-12-11,249.87,online,Johor Bahru
C00027,ORD10186,2025-12-27,308.63,store,Johor Bahru
C00174,ORD11214,2025-09-23,46.05,online,Bangkok
C00752,ORD15138,2026-02-10,58.63,app,Kuala Lumpur
C00641,ORD14375,2026-03-06,58.36,online,Jakarta
C00504,ORD13498,2025-09-05,39.84,store,Bangkok
C00446,ORD13137,2025-01-13,228.32,online,Johor Bahru
C00291,ORD12009,2026-04-08,350.03,online,Kuala Lumpur
C00529,ORD13639,2025-04-05,51.4,store,Singapore
C00628,ORD14298,2025-10-01,270.99,store,Singapore
C00068,ORD10441,2026-02-15,34.98,store,Bangkok
C00781,ORD15300,2025-09-12,41.83,online,Jakarta
C00211,ORD11453,2025-09-08,42.7,store,Bangkok
C00628,ORD14304,2025-08-26,210.7,app,Johor Bahru
C00156,ORD11094,2024-03-27,159.81,store,Jakarta
C00790,ORD15384,2025-08-13,48.23,store,Johor Bahru
C00672,ORD14622,2026-01-29,229.8,online,Kuala Lumpur
C00462,ORD13207,2025-06-05,169.67,online,Jakarta
C00468,ORD13250,2025-06-10,67.89,online,Bangkok
C00354,ORD12428,2026-04-16,389.83,online,Johor Bahru
C00185,ORD11280,2026-05-01,216.14,store,Jakarta
C00028,ORD10193,2025-06-19,37.03,app,Bangkok
C00033,ORD10244,2025-03-19,263.71,app,Johor Bahru
C00110,ORD10766,2025-06-02,33.1,online,Kuala Lumpur
C00220,ORD11500,2022-06-18,340.38,online,Bangkok
C00606,ORD14135,2024-06-20,41.5,online,Jakarta
C00680,ORD14684,2026-04-29,375.49,online,Jakarta
C00635,ORD14360,2025-07-28,274.47,store,Kuala Lumpur
C00304,ORD12125,2025-12-19,200.58,app,Bangkok
C00544,ORD13699,2025-11-05,61.46,online,Jakarta
C00704,ORD14799,2025-09-28,32.8,online,Bangkok
C00475,ORD13301,2024-07-09,40.81,app,Jakarta
C00434,ORD13073,2026-04-19,571.38,app,Jakarta
C00358,ORD12435,2025-07-25,47.99,app,Singapore
C00087,ORD10572,2025-07-14,245.14,store,Bangkok
C00074,ORD10489,2025-07-26,69.73,store,Singapore
C00338,ORD12347,2026-04-20,305.14,app,Bangkok
C00171,ORD11192,2025-07-10,93.91,online,Singapore
C00600,ORD14090,2026-05-08,374.55,online,Singapore
C00674,ORD14637,2025-10-14,244.09,store,Bangkok
C00295,ORD12037,2025-05-17,127.92,app,Singapore
C00597,ORD14067,2025-08-17,199.28,app,Kuala Lumpur
C00266,ORD11863,2023-04-16,327.69,store,Singapore
C00245,ORD11701,2026-04-15,87.78,app,Bangkok
C00180,ORD11231,2025-07-20,27.74,online,Bangkok
C00400,ORD12801,2026-05-09,171.12,app,Singapore
C00430,ORD13030,2026-04-25,152.21,app,Singapore
C00506,ORD13508,2025-09-27,68.6,store,Bangkok
C00445,ORD13130,2026-04-06,76.49,online,Singapore
C00424,ORD12985,2026-04-08,397.12,app,Jakarta
C00144,ORD11029,2025-05-06,242.25,store,Singapore
,ORD13604,2026-03-25,71.99,app,Jakarta
C00798,ORD15425,2025-08-11,158.01,online,Jakarta
C00695,ORD14756,2025-12-22,80.2,online,Singapore
C00589,ORD13997,2025-10-03,166.85,app,Johor Bahru
C00385,ORD12683,2025-05-27,51.48,app,Singapore
C00783,ORD15310,2025-10-02,68.91,store,Singapore
C00613,ORD14157,2025-06-06,147.74,store,Singapore
C00645,ORD14417,2026-02-13,186.18,store,Singapore
C00684,ORD14706,2025-09-18,55.89,online,Singapore
C00212,ORD11454,2026-03-26,72.69,online,Bangkok
C00619,ORD14221,2024-03-13,142.01,store,Jakarta
C00787,ORD15356,2025-10-13,290.02,online,Kuala Lumpur
C00062,ORD10413,2026-02-23,73.78,store,Kuala Lumpur
C00418,ORD12951,2024-08-09,279.59,store,Kuala Lumpur
C00046,ORD10327,2026-05-09,281.76,store,Kuala Lumpur
C00377,ORD12655,2024-06-02,220.89,online,Bangkok
C00648,ORD14435,2026-05-10,225.27,online,Singapore
C00594,ORD14047,2023-03-05,234.94,online,Jakarta
C00112,ORD10788,2023-11-27,378.34,store,Johor Bahru
C00619,ORD14228,2024-10-25,148.17,online,Johor Bahru
C00622,ORD14255,2025-10-14,208.7,app,Johor Bahru
C00562,ORD13808,2026-03-25,168.47,online,Johor Bahru
C00665,ORD14590,2026-05-22,384.76,store,Johor Bahru
C00660,ORD14558,2024-11-15,180.09,store,Jakarta
C00147,ORD11050,2025-07-23,51.48,store,Bangkok
C00351,ORD12399,2025-09-20,223.49,online,Jakarta
C00597,ORD14079,2024-09-15,358.34,app,Kuala Lumpur
C00101,ORD10720,2023-04-13,219.86,app,Kuala Lumpur
C00489,ORD13385,2025-03-01,88.41,store,Singapore
C00172,ORD11210,2025-11-19,249.2,app,Jakarta
C00647,ORD14432,2025-11-22,87.69,online,Kuala Lumpur
C00610,ORD14144,2025-06-27,60.72,store,Jakarta
C00106,ORD10749,2025-06-26,47.83,store,Jakarta
C00578,ORD13901,2026-04-23,53.02,online,Bangkok
C00274,ORD11892,2025-07-22,108.05,store,Kuala Lumpur
C00376,ORD12629,2025-08-25,162.94,online,Singapore
C00798,ORD15442,2024-10-26,211.95,online,Johor Bahru
C00583,ORD13945,2026-05-30,52.0,online,Singapore
C00402,ORD12826,2025-07-30,259.24,online,Bangkok
C00242,ORD11680,2025-02-02,158.51,online,Jakarta
 c00116 ,ORD10818,2025-07-26,166.18,store,Jakarta
C00077,ORD10504,2024-09-04,25.4,online,Kuala Lumpur
C00010,ORD10061,2025-07-01,59.55,store,Johor Bahru
C00773,ORD15262,2026-04-07,207.07,store,Jakarta
C00332,ORD12309,2024-10-27,307.04,store,Singapore
C00503,ORD13483,2025-11-28,156.22,app,Jakarta
C00596,ORD14061,2024-12-19,56.13,online,Singapore
C00623,ORD14272,2025-08-08,23.73,app,Singapore
C00740,ORD15070,2024-07-03,122.9,online,Singapore
C00789,ORD15383,2025-06-10,94.84,app,Kuala Lumpur
C00101,ORD10718,2025-05-15,120.43,online,Bangkok
C00506,ORD13509,2025-11-25,41.41,online,Jakarta
C00557,ORD13785,2026-02-10,37.16,app,Singapore
C00789,ORD15380,2025-09-08,76.8,online,Bangkok
C00008,ORD10035,2025-08-11,294.38,online,Johor Bahru
C00672,ORD14617,2026-01-17,74.83,online,Bangkok
,ORD15320,2026-03-01,-300.78,online,Jakarta
C00499,ORD13463,2026-05-11,98.56,online,Jakarta
C00252,ORD11762,2023-02-18,105.11,store,Johor Bahru
C00061,ORD10408,2025-09-21,290.98,app,Singapore
C00187,ORD11300,2026-01-13,93.28,app,Singapore
,ORD10404,2026-04-18,266.37,app,Jakarta
C00486,ORD13366,2025-10-06,208.17,app,Singapore
C00018,ORD10122,2026-01-07,235.5,app,Jakarta
C00431,ORD13064,2024-11-18,29.53,online,Singapore
C00798,ORD15428,2025-08-05,84.73,store,Jakarta
 c00594 ,ORD14040,2025-11-05,171.79,app,Singapore
C00707,ORD14820,2026-04-22,193.92,store,Jakarta
C00398,ORD12776,2025-11-18,183.77,online,Kuala Lumpur
C00295,ORD12034,2025-08-18,257.24,store,Johor Bahru
C00100,ORD10698,2024-05-11,355.72,app,Jakarta
C00447,ORD13149,2025-10-15,483.48,store,Johor Bahru
C00064,ORD10419,2025-05-20,19.45,online,Kuala Lumpur
C00207,ORD11442,2025-07-14,45.18,online,Bangkok
C00749,ORD15124,2026-04-04,368.16,online,Singapore
C00295,ORD12029,25 Apr 2026,194.3,app,Jakarta
C00008,ORD10043,2025-08-29,86.5,online,Johor Bahru
C00746,ORD15111,2024-12-05,66.11,online,Bangkok
C00016,ORD10106,2018-12-05,285.15,app,Kuala Lumpur
C00798,ORD15437,2024-10-27,252.32,online,Kuala Lumpur
C00304,ORD12120,2026-05-23,23.47,app,Johor Bahru
C00492,ORD13417,2025-06-20,139.05,app,Johor Bahru
C00594,ORD14044,2025-04-02,182.15,app,Jakarta
C00233,ORD11592,2025-08-13,230.02,app,Kuala Lumpur
C00624,ORD14286,2025-10-07,199.52,app,Singapore
C00320,ORD12223,2025-09-19,41.75,app,Bangkok
C00128,ORD10896,2024-09-06,207.6,store,Johor Bahru
C00249,ORD11726,2025-06-23,162.05,online,Kuala Lumpur
C00478,ORD13322,2025-06-14,377.67,app,Johor Bahru
C00613,ORD14150,2026-05-29,334.93,app,Johor Bahru
C00042,ORD10290,2023-04-29,212.53,app,Johor Bahru
C00764,ORD15180,2025-05-20,297.66,app,Jakarta
C00028,ORD10194,2025-02-11,325.6,store,Bangkok
C00205,ORD11419,2025-10-13,5.0,app,Kuala Lumpur
C00031,ORD10216,2024-09-05,195.16,app,Johor Bahru
C00621,ORD14244,2024-08-20,170.92,app,Singapore
C00563,ORD13842,2025-06-02,282.57,app,Singapore
C00785,ORD15321,2025-02-28,215.47,app,Singapore
C00733,ORD14966,2025-10-09,178.03,app,Singapore
C00584,ORD13968,2024-07-03,129.62,store,Singapore
C00728,ORD14934,2025-12-27,289.92,online,Kuala Lumpur
C00417,ORD12939,2026-04-12,257.82,app,Singapore
C00367,ORD12529,2020-02-27,112.73,store,Jakarta
C00130,ORD10917,2026-04-04,236.85,online,Bangkok
C00725,ORD14910,2025-07-23,24.79,app,Kuala Lumpur
C00497,ORD13447,2026-04-09,188.0,app,Kuala Lumpur
C00660,ORD14552,2025-01-02,5.0,store,Bangkok
C00048,ORD10347,2025-10-12,120.93,store,Singapore
C00584,ORD13949,2026-05-02,5.0,app,Jakarta
C00473,ORD13279,2025-10-20,98.98,app,Jakarta
C00597,ORD14065,2025-08-17,334.93,online,Johor Bahru
C00772,ORD15250,2024-10-11,74.88,store,Johor Bahru
C00666,ORD14595,2025-01-17,74.05,app,Kuala Lumpur
C00773,ORD15270,2022-03-04,285.4,app,Jakarta
C00460,ORD13194,2026-01-16,66.41,online,Jakarta
C00121,ORD10852,2025-11-30,78.51,online,Johor Bahru
C00669,ORD14603,2024-08-18,33.69,app,Johor Bahru
C00352,ORD12407,2026-01-26,18.69,online,Kuala Lumpur
C00112,ORD10793,not-a-date,270.99,store,Johor Bahru
C00169,ORD11175,2025-07-08,180.98,store,Kuala Lumpur
C00683,ORD14697,2026-01-05,55.1,online,Jakarta
C00583,ORD13943,2026-02-09,76.58,app,Jakarta
C00475,ORD13300,2025-02-08,60418.54,store,Kuala Lumpur
C00269,ORD11881,2025-11-06,146.66,online,Singapore
C00296,ORD12056,2026-05-05,273.52,online,Johor Bahru
C00311,ORD12187,2025-12-28,35.67,online,Johor Bahru
C00582,ORD13932,2025-05-06,225.45,online,Jakarta
C00346,ORD12376,2026-01-26,45.69,online,Singapore
C00690,ORD14729,2025-11-15,87.33,app,Johor Bahru
C00409,ORD12852,2026-04-16,160.88,store,Johor Bahru
C00755,ORD15153,2025-12-22,198.38,online,Kuala Lumpur
C00033,ORD10228,2025-08-09,242.84,online,Johor Bahru
C00570,ORD13878,2021-01-12,70.76,online,Johor Bahru
C00101,ORD10721,2026-01-03,181.4,online,Kuala Lumpur
C00092,ORD10622,2026-01-16,359.45,store,Kuala Lumpur
C00100,ORD10702,2024-08-19,250.35,store,Kuala Lumpur
C00167,ORD11148,2025-05-16,221.49,store,Johor Bahru
C00188,ORD11301,2026-04-20,121.69,online,Johor Bahru
C00031,ORD10217,2021-07-17,246.0,app,Bangkok
C00431,ORD13058,2025-06-28,153.03,app,Johor Bahru
C00619,ORD14210,2025-09-14,305.27,store,Johor Bahru
C00427,ORD13009,2026-04-23,173.86,app,Singapore
C00337,ORD12346,2025-09-02,70.32,app,Bangkok
C00785,ORD15332,2021-10-04,314.25,app,Singapore
C00473,ORD13286,2023-05-21,328.05,store,Jakarta
C00673,ORD14633,2026-04-05,63.14,app,Kuala Lumpur
C00097,ORD10685,2024-07-29,278.11,store,Jakarta
C00380,ORD12668,2026-01-24,408.61,online,Bangkok
C00079,ORD10521,2025-04-23,54.66,online,Johor Bahru
C00216,ORD11477,2025-07-27,124.05,app,Kuala Lumpur
C00669,ORD14601,2025-06-06,77.19,online,Kuala Lumpur
C00242,ORD11673,2025-08-17,210.36,store,Singapore
C00125,ORD10869,02 Oct 2024,208.13,app,Johor Bahru
C00220,ORD11494,2026-01-17,255.35,app,Jakarta
C00307,ORD12173,2025-06-17,292.09,store,Kuala Lumpur
C00197,ORD11372,2024-12-01,11.15,app,Kuala Lumpur
C00226,ORD11547,2025-10-19,309.54,app,Kuala Lumpur
C00222,ORD11505,2025-10-31,24.7,store,Singapore
C00528,ORD13621,2026-04-29,380.24,app,Bangkok
C00117,ORD10832,2026-02-01,176.32,store,Jakarta
